text,topic_label
"Lily and Ben were friends who liked to play with numbers. They had a big book with numbers and pictures of different countries. They learned how to count and say the names of the countries.

One day, they decided to play a game. They took turns to point at a country and ask the other to say its name and how many people lived there. They used the numbers in the book to help them.

Lily pointed at a country with a lot of water and green land. She said, ""What is this country and how many people live here?""

Ben looked at the book and said, ""This is Ireland and there are four million people here.""

Lily said, ""Good job, Ben! Now it's your turn.""

Ben pointed at a country with a lot of sand and sun. He said, ""What is this country and how many people live here?""

Lily looked at the book and said, ""This is Egypt and there are ninety million people here.""

Ben said, ""Wow, that's a lot of people! How do they all fit in the country?""

Lily said, ""I don't know, maybe they live in big houses or small tents. Maybe they share things and help each other.""

Ben said, ""That sounds nice. I wish we could visit Egypt and see the pyramids and the camels.""

Lily said, ""Me too. Maybe we can go there when we are older and learn more about their culture and history.""

They continued to play with the numbers and the countries until it was time for dinner. They put the book away and thanked each other for the fun game. They learned that there are many different countries in the world, and that each one has its own people, animals, and things. They also learned that numbers can help them understand and compare different things. They felt happy and curious about the world.

The moral value of the story is that learning about numbers and countries can be fun and educational, and that it can inspire respect and curiosity for other cultures and people.",3
"Once there was a barn on the farm. It was big and strong and brown. Inside, there were lots of animals. One day, it was very hot. The animals felt too hot, so they all spilled out of the barn and into the fields.

They started a competition. The fastest animal would win! All the animals ran as hard as they could. Then, one animal stayed in the sun too long and started to melt. It was sad, but all the animals learned not to stay in the hot sun too long. They were happy to all be safe back in the cool barn.",2
"Lily and Max liked to play hide and seek in the big cardboard box. It was big enough for both of them to fit inside, and they could cut out windows and doors to make it more fun. Sometimes they would take turns hiding and seeking, and sometimes they would hide together and wait for Mom or Dad to find them.

One day, they decided to hide together and see how long it would take Mom to find them. They crawled into the box and closed the flap. They giggled and whispered to each other, hoping Mom would not hear them. They heard Mom's footsteps coming closer and closer. They held their breath and tried to be very quiet.

Mom walked past the box and did not stop. She went to the kitchen and started to make lunch. Lily and Max waited and waited, but Mom did not come back. They started to feel bored and hungry. They wanted Mom to find them and play with them. They felt frustrated.

Lily had an idea. She decided to peek out of the window and see if Mom was still in the kitchen. She lifted the flap and stuck her head out. She saw Mom chopping some carrots and humming a song. She smiled and waved at Mom. Mom saw her and smiled back. She said, ""There you are, Lily! I was looking for you and Max. Are you hiding in the box?""

Lily nodded and said, ""Yes, we are. We wanted to surprise you, but you did not find us."" Mom said, ""I'm sorry, I did not know you were hiding. You are very good at hiding. Do you want to come out and have some lunch?"" Lily said, ""Yes, please. Can Max come too?"" Mom said, ""Of course. Let's go and get him."" She walked to the box and opened the flap. She saw Max sitting in the corner, holding a toy car. She said, ""Hello, Max. Are you hiding too?"" Max nodded and said, ""Yes, I am. But I'm hungry now."" Mom said, ""Me too. Let's go and have some lunch. You can bring your toy car if you want."" Max said, ""OK."" He grabbed his toy car and followed Mom and Lily to the kitchen. They left the box behind, but they knew they could play with it again later. They were happy.",0
"Once upon a time, there was a very slow dish. It wanted to include more fun in its life. One day, it decided to go on an adventure.

The slow dish started walking. It was very excited! It saw many animals and plants along the way. Then it reached a beautiful park. 

The slow dish loved all the colors. Everything was so bright and pretty! It wanted to explore the park so it kept walking. The dish found many interesting things in the park, like toys and slides. 

Soon, it came across a large playground. There were many children playing. All their laughter made the dish very happy. The dish wanted to join, so it slowly crept closer. Then, it found the perfect spot! 

The dish was now part of all the fun. The children smiled at it and included it in their games. The dish had a wonderful time playing with them. 

At the end of the day, the slow dish was very tired. It was a great day filled with fun and joy. The dish knew it was always welcome and would be included in their games.",2
"Toby was a happy little boy who was trying to organize his toys. He had many paths that he could take when playing. He especially liked the yellow path because it was the most fun.

A little while later, Toby had a surprise visitor. It was his neighbor, Mr. Smith. He smiled and waved at Toby. 

""Hi Toby, I thought I'd take a yellow walk with you,"" said Mr. Smith. 

Toby was excited and he happily took Mr. Smith's hand. He started to walk down the yellow path and as they walked, Mr. Smith kept looking around as if something was wrong.

Finally, they reached the end of the yellow path, but it was blocked by a large tree. Toby stopped and looked up at the tree.

""Oh no!"" said Mr. Smith. ""It looks like our yellow path is blocked."" 

Toby frowned and started to cry. Mr. Smith tried to console Toby but it was too late. He had set him up for a bad ending and Toby was left feeling disappointed and scared.",2
"Once upon a time, there was an old man who felt very miserable. He was so unhappy that he wanted to eat something special, so he decided to go to the top of a big cliff.

At the top, he saw a beautiful rainbow, and he was so excited that he decided to eat it. But when he tried, he realized that he couldn't eat the rainbow.

Instead, he started to eat the cliff, bit by bit. He enjoyed eating it so much that he kept going until the whole cliff was gone.

When the cliff was gone, the old man was no longer miserable. He was happy, and he had a full tummy too. The end.",2
"Once upon a time, there was a girl named Ann. She was very persistent. One day Ann had an idea. She grabbed a rag and some matches. Ann was determined to make something special. She lit the match and placed it under the rag. Suddenly, the rag caught fire and began to dance. Ann was so excited and couldn't believe what had happened. She kept trying and tried different ways of lighting the rag. Finally, after many tries, Ann succeeded! The rag was spinning in the air, making beautiful patterns with the fire. Ann was very proud of her accomplishment and ran to show her parents.",2
"Once upon a time, there was a playful puppy named Max. Max loved to play fetch with his owner, Lily. One day, they went for a walk in the park. Max saw a big field and ran towards it. Lily followed him.

Max entered the field and started to run around. Lily saw a sign that said, ""No dogs allowed."" She called Max to come back, but he didn't listen. Suddenly, Max saw a ball and ran towards it. He didn't notice the big hole in the ground. Max fell into the hole and hurt his leg.

Lily had to take Max to the vet. The vet said Max couldn't play for a while. Lily felt sad because she knew Max loved to play. From that day on, Lily always checked the signs before entering a new land.",0
"Once upon a time, there was a big, fat bird named Bob. Bob loved to soar high up in the sky and feel the wind in his feathers. One day, Bob saw a little mouse named Timmy trying to thread a needle. 

""Hello, little mouse! What are you doing?"" asked Bob.

""I'm trying to thread this needle so I can sew my shirt,"" replied Timmy.

Bob laughed, ""You're too small to thread that needle! But don't worry, I can help you.""

Bob flew up to the sky and found a long piece of thread. He brought it back to Timmy and said, ""Here you go, little mouse! Now you can sew your shirt.""

Timmy was very grateful and thanked Bob. From that day on, Timmy and Bob became good friends and would often go on adventures together, soaring through the sky and helping each other out.",1
"Once upon a time, there was a little boy named Timmy. He loved to play on the slide at the park. One day, he went to the park and saw that the slide was broken. He was sad because he couldn't slide anymore.

Timmy went to his dad and told him about the broken slide. His dad said that they could try to restore it. Timmy was happy to hear that. They went to the park with some tools and started to fix the slide. It was hard work, but they did it together.

When they finished, Timmy was so happy that he went crazy with excitement. He slid down the slide over and over again. He was so grateful to his dad for helping him restore the slide. From that day on, Timmy knew that if something was broken, he could always try to fix it.",1
"Anna and Ben were playing in their room. They liked to pretend they were in a different world. They had a big wardrobe that they used as a door to their world.

""Let's go to the forest today,"" Ben said. ""Maybe we can find some berries to taste.""

""OK,"" Anna agreed. ""But we have to be careful. There might be some animals that are not friendly.""

They opened the wardrobe and went inside. They found some coats and hats that they put on. They felt warm and cozy. They walked through the wardrobe until they saw some trees and flowers.

""Wow, it's so pretty here,"" Anna said. ""Look, there are some berries on that bush. Let's go and taste them.""

They ran to the bush and picked some berries. They were red and juicy. They put them in their mouths and chewed.

""Mmm, they are sweet and yummy,"" Ben said.

""I like them too,"" Anna said. ""But we should not eat too many. We might get a tummy ache.""

They ate a few more berries and then decided to explore the forest. They saw some birds and squirrels and butterflies. They heard some noises and rustles.

""What's that?"" Anna asked.

""I don't know,"" Ben said. ""Maybe it's an animal. Let's hide behind that tree and see.""

They hid behind the tree and peeked out. They saw a big brown bear coming out of the bushes. It had a big nose and big paws and big teeth. It looked hungry and angry.

""Oh no, it's a bear!"" Anna whispered.

""Shh, don't make a sound,"" Ben whispered. ""Maybe it will go away.""

The bear sniffed the air and walked towards the bush where they had eaten the berries. It saw the berries and started to eat them. It made loud noises and licked its lips.

""It likes the berries too,"" Anna said.

""Maybe it will be full and leave us alone,"" Ben said.

They hoped the bear would go away soon. They were scared and wanted to go back to their room. They wished they had something useful to scare the bear away. They looked around and saw a big stick on the ground.

""Look, there's a stick,"" Anna said. ""Maybe we can use it to make some noise and scare the bear away.""

""Good idea,"" Ben said. ""But we have to be quick and quiet. You grab the stick and I'll open the wardrobe.""

They nodded and got ready. Anna crawled to the stick and picked it up. Ben crawled to the wardrobe and opened it. They saw their room and felt relieved.

""OK, on the count of three, we run to the wardrobe and bang the stick on the ground,"" Ben said.

""OK,"" Anna said.

""One, two, three!"" Ben said.

They ran to the wardrobe and banged the stick on the ground. The bear heard the noise and looked up. It saw them and roared. It was angry and chased them.

""Run, run, run!"" Anna said.

They ran into the wardrobe and slammed the door behind them. They heard the bear scratching and growling outside. They were safe and happy.

""We did it, we did it!"" Ben said.

""We are brave and smart!"" Anna said.

They hugged each other and laughed. They took off their coats and hats and put them back in the wardrobe. They decided to play something else in their room. They had enough of the forest for today.",3
"Once upon a time there was a fat cat. His name was Twist. Twist liked to ride his bicycle. Every day he would ride around the block. One day, Twist twisted the handle on his bicycle and took off down the street. He went faster and faster until he could go no more. 

Twist felt so happy. He closed his eyes and smiled. Suddenly, Twist heard something and when he opened his eyes he saw a big hill! He started to pedal up the hill, but it was too hard. Suddenly, Twist felt something bump him and he looked around, it was a fat lady on a bicycle!

She said, ""Let me help you, Twist! Hold on to my bike and I will help you up the hill."" Twist was so excited and he grabbed onto her bike. They went up, up, up the hill and Twist whooped in joy! He had made it to the top! They waved goodbye and Twist went off on his bicycle again.",2
"Once upon a time, there was a girl named Lily. She loved to play sport with her friends. Lily's favorite sport was soccer. She had a pink soccer ball that she loved to kick around. 

One day, Lily and her friends were playing soccer in the park. Suddenly, Lily's ball was kicked into a big sack by accident. The sack was so big that they couldn't see the ball anymore. Lily was sad because she thought she lost her pink soccer ball forever.

But then, Lily's friends had an idea. They all grabbed the sack and started shaking it. Suddenly, the pink soccer ball popped out! Lily was so happy and grateful to her friends for helping her find her ball. From that day on, they made sure to be more careful when they played sport in the park.",0
"One day, Mommy had a playful suggestion for the 3 year old. She said, ""Let's go outside and play games"". The 3 year old was excited and so Mommy quickly got her a cozy jacket to wear. 

When the 3 year old laced up her shoes, Mommy said, ""Let's hide and seek!"", so the 3 year old ran outside to hide. Once she was covered, Mommy started counting from 1 to 10. 

When Mommy was done counting, she used her playful voice to yell, ""Ready or not, here I come!"" She looked everywhere, but the 3 year old was so good at hiding that Mommy couldn't find her. 

After a few minutes, Mommy said, ""I think I know where you are!"" She ran to the tree and when she arrived, there was the 3 year old, hiding behind the big trunk, smiling and giggling.",2
"Once upon a time there was an ant named Sam. Sam was very small and he always enjoyed exploring new places. One day Sam was walking through a deep forest in search of an adventure.

He came across a tall tree and decided to take a closer look. As he examined it he noticed something strange at the bottom of the tree. It was a little rabbit with its foot caught in a thick branch. 

Sam wanted to help the rabbit, so he looked around to see if there was anything he could use. Then he saw a fallen branch that was curved at the end. He picked it up and carefully freed the little rabbit's heel from the branch.

The rabbit was so happy to be free and thanked Sam for his help. As a reward, the rabbit taught Sam one of its special tricks. It showed him how to use sign language so even if you were deaf, you could communicate with others.

Sam thought this was a very important lesson and thanked the rabbit. He learned that communication is essential to life and that you should always help others in need.",2
"Once upon a time, there was a boy named Timmy. Timmy loved to play basketball with his friends. One day, Timmy and his friends went to the park to play basketball. Timmy was so excited to play, but the basketball hoop was too high for him to reach. He struggled to throw the ball into the hoop.

After a while, Timmy's friend Tommy came over to help. Tommy was much taller than Timmy and could reach the hoop easily. Together, they were able to shoot the basketball into the hoop. Timmy was so happy that they were able to score a point.

As they continued to play, the sky started to get dark and cloudy. Timmy's mom came to pick him up and they had to leave. Timmy was sad to leave, but he knew he would come back to play again soon. He looked back at the basketball hoop and saw that the sky had cleared up, making it easier to see the hoop. Timmy smiled and waved goodbye to the park, excited to come back and play again.",1
"Lily liked to design things. She used paper, crayons, scissors and glue to make pictures and shapes. She liked to design keys the most. She cut out key shapes from paper and colored them with crayons. She made red keys, blue keys, yellow keys and green keys.

One day, she showed her keys to her friend Ben. Ben liked them too. He asked Lily if he could have a key. Lily said yes. She asked him what color he wanted. Ben said he wanted a green key. Lily gave him a green key. Ben was happy.

Ben said he wanted to try the key on a door. He looked around and saw a green door. He ran to the door and put the key in the hole. He turned the key. The door opened. Ben was surprised. He said to Lily, ""Look, your key works!""

Lily ran to the door too. She saw a room with toys and books and a big window. She said to Ben, ""Wow, this is a fun room!""

Ben and Lily went inside the room. They played with the toys and read the books. They had a lot of fun. They thanked Lily's key for opening the door. They said it was a magic key. They decided to keep the key and the door as their secret. They said they would come back to the room whenever they wanted. They were very happy.",3
"Once upon a time, in a big jungle, there lived a wild elephant named Elly. Elly was a very big and strong elephant. She had many friends in the jungle, like monkeys, birds, and other animals. One day, a little bird named Billy came to Elly and said, ""Elly, can you help me? My friend is stuck in a tree, and I can't get him out.""

Elly said, ""Of course, Billy! I will help you."" So, Elly and Billy went to the tree where Billy's friend was stuck. Elly used her long nose to lift Billy's friend out of the tree. Billy and his friend were very happy. They said, ""Thank you, Elly! You are a good friend.""

After that day, Elly, Billy, and all the other animals in the jungle became even better friends. They all helped each other when they needed it. Elly learned that it is good to serve and help others. She knew that when you help your friends, they will help you too. And they all lived happily in the jungle, taking care of one another.

The moral of the story is to always help others and serve your friends, because they will be there for you when you need them.",2
"Once upon a time, there was a dog. He had a bone which he wanted to keep for himself. Every day he would find a place to hide his bone. But one day an ignorant rabbit came along. 

The dog asked the rabbit to behave, but the rabbit did not listen. He grabbed the bone from the dog's mouth and ran away with it. The poor dog was fuming and ran after him, he wanted his bone back! 

Filled with rage, the dog chased the rabbit for a long time and eventually caught up with him. He was ready to take back his bone, but the rabbit refused. 

The moral of the story is that when you are selfish and ignore people, you are likely to find trouble. This is exactly what happened to the rabbit. He was ignorant and misbehaved and he did not get away unscathed. The dog ended up taking his bone, and the rabbit was left with nothing.",2
"Once upon a time there was a brave hero who travelled through many lands. He had a clipper and he used it to help those who were in trouble. But one day, he was in a different land where things were very different. A mean monster had wrapped the whole kingdom in darkness and fear. The hero knew he had to do something so he set out to defeat the mean monster. He battled and fought with all his strength. But the monster was too strong and he could not prevail against him. In the end the hero was wrapped up and taken away. The troubled kingdom was left in darkness and despair.",2
"Once upon a time, in a small house, there lived a little girl named Lucy and her toy bear, named Teddy. Lucy and Teddy were best friends. They played together, ate together, and even slept together. One day, Lucy found a small button on the floor. She picked it up and showed it to Teddy.

""Look, Teddy! I found a small button!"" said Lucy. Teddy wanted the button too. ""I want the button, Lucy!"" said Teddy. Lucy did not want to give the button to Teddy. They started to quarrel.

""No, Teddy! I found it first!"" said Lucy. Teddy was sad and did not want to play anymore. Lucy saw Teddy's sad face and felt bad. She thought of a great idea.

""Teddy, we can share the button!"" said Lucy. Teddy's face lit up with a big smile. They played together with the button, taking turns holding it. They learned that sharing is better than quarreling. And from that day on, they never fought over anything again.",2
"Once there was a little boy named Peter who wanted to find an adventure. One day, he went outside and saw a mist that was very thick and mysterious. He wanted to go explore it but he was afraid. He grabbed his teddy bear and took a deep breath, then he stepped into the mist.

Suddenly he could see something in the mist. It was a tall and very old-looking tree with a large hole in the trunk. He walked close to the tree and heard a strange voice coming from inside. It said, ""Demand something special"".

Peter closed his eyes and wished for something that was not ordinary. When he opened his eyes again, the mist was clearing and he saw a beautiful pink balloon. He was so excited and he reached out to take it. As he grabbed it, the balloon started to float and led him out of the mist. 

Peter walked home feeling very excited with his balloon. He knew he had gone on an amazing adventure that day.",2
"Once there was a little girl. She was playing in the garden when she found a long rope. She picked it up and started to play with it. The little girl was having a lot of fun. Suddenly, her mom called her for dinner. The dinner was very spicy and the little girl didn't like it. She started to cry. Her mom saw that the little girl was very upset, so she grabbed the rope and showed her how to make a bracelet with it. The little girl was so happy with her new bracelet that she forgot all about the spicy dinner and stopped crying.",2
"Billy was feeling very curious. He was looking around everywhere and couldn't understand why everything seemed so strange. Then, he noticed a steel rod sticking out of the wall. Billy thought it looked interesting, so he decided to take a closer look.

He walked up to it and placed his hand on it. Suddenly, the rod started to slip! Billy was so surprised that he jumped back. The rod continued to move, until it was completely gone.

Billy was scared and tried to figure out what had just happened. Suddenly, he heard a voice from behind him: ""I see you are curious about that steel rod, eh?""

Billy turned around and saw an old man smiling down at him. Billy nodded, still not sure what was going on.

The old man laughed. ""It's simple, my boy. The rod was meant to be taken out - it's what it's there for. It will slip right back in, whenever you need it!""

Billy smiled. Now that he understood, he was no longer scared. In fact, he was even more curious to learn more about the steel rod!",2
"Once upon a time, there were two friends, Mole and Bunny. They liked to play and have lots of fun together. But one day, something unexpected happened.

Mole was playing outside and dug a hole, but he found it was too deep and got stuck inside. Bunny saw him and started to call for help.

""Help!"" He shouted.

He ran around and saw an old man walking by. He stopped him and asked for help.

""Sir, please help us. My friend Mole is in a hole and can't get out. It's very difficult!""

The old man heard Bunny and went over to the hole. He threw a rope down to Mole and said, 
""Grab onto this rope and I will help you get out.""

Mole grabbed the rope and the old man pulled him out. He said, ""Thank You. I didn't think I would make it out. That was really difficult.""

And so, with the help of the old man, Mole was able to get out of the hole. He thanked the old man for his help and the two friends went back to having fun.",2
"Once upon a time there was a girl. She was three years old and she had a special key. The key was to unlock a door. 

The door led to a very special room. It was a room full of shrimp. The shrimp were mild and not too spicy. 

The girl was so excited to eat them! She put the key in the keyhole and she unlocked the door. 

She opened the door and the room was filled with shrimp! She ate so many shrimp and had so much fun. 

When she was all done, she went home. She was so happy she had been able to unlock the door and find all of the delicious mild shrimp.",2
"Once there was a little girl named Amy. She was only three years old. On sunny days, she liked to rock on her porch. She found a big rock and it was the perfect size for sitting on.

Amy was eager to rock on the big rock. She was very excited as she jumped up and down on the porch. She moved the rock back and forth, feeling the warm sun on her little hands. She rocked faster and faster, laughing and having fun.

Amy kept up the rocking until it was time for dinner. She stepped off the porch, but kept looking back at the rock. She couldn't wait for another sunny day so she could rock again.",2
"Once upon a time there was a black tornado. She was very mean and she invited all the clouds to come for a party. They were scared, but didn't want to be rude and said yes.

When they got there, the tornado said they had to play a game. All the clouds had to run around and try to escape the tornado. The tornado said if the clouds could get away, they could stay in the sky.

The clouds all tried their best, but they couldn't get away. The tornado kept chasing them and they ran and ran, but they just couldn't escape.

Finally, the tornado showed mercy on the clouds and let them stay in the sky. She said she was just playing a game and she was happy to have invited them.

The clouds were relieved that the tornado hadn't been so mean after all. They thanked her and the tornado smiled, happy that her little party had ended well.",2
"Mandy was feeling guilty. She had not listened to her Mama. Mama had asked her to please stay in the living room, but she had gone outside. Mama saw Mandy and said, ""That's not nice!"".

Mandy looked down. She knew she had made a mistake. She said sorry to Mama. 

Then, Mama said ""I understand that you wanted to have fun. Let's make a deal: if you help me clean up the kitchen, I'll let you ride my motor.""

Mandy was so excited. She started to help Mama right away. She put all the dishes in the sink and put away all the food. After everything was done, Mama took out the motor and gave it to Mandy.

Mandy was so happy that she thanked Mama and gave her a big hug. Mama was happy too and said, ""See, when you do what I ask, good things happen. Now, please go and have fun!""

And that's just what Mandy did. She rode her motor in the backyard and was so happy. She learned her lesson that day. Mama was right - doing the right thing can be very rewarding!",2
"Once upon a time, in a big green park, there was a nosy little squirrel. The squirrel liked to jump and play with his friends. One day, it started to freeze outside. The squirrel and his friends felt very cold.

As they played, they saw a beautiful rainbow in the sky. The rainbow had many colors: red, orange, yellow, green, blue, and purple. The squirrel and his friends stopped and looked at the rainbow. They were very happy to see it.

The nosy squirrel had an idea. He thought that if they could touch the rainbow, they would feel warm again. So, the squirrel and his friends jumped and tried to reach the rainbow. They could not touch it, but they had a lot of fun trying. Soon, they forgot they were cold and just enjoyed playing together under the pretty rainbow.",2
"Once upon a time, there was a sleepy cat named Ash. He liked to roll around in the sun all day long. Ash was very happy when he played outside.

One day, Ash found a big ball. It was fun to roll the ball with his paws. He pushed the ball here and there, and it made him very tired.

At the end of the day, Ash was so sleepy. He went back to his warm home and curled up in his soft bed. He closed his eyes and had sweet dreams about rolling in the sun.",2
"Once upon a time, there was a poor little girl. She lived in a small house and her dad was away a lot. 

She didnâ€™t have a lot of friends and was often alone in the cold. One day, she was so cold that she started to shiver. 

The poor little girl looked around and spotted a beautiful, warm sweater lying on the ground. She was so happy! She put it on and it made her feel cozy and warm. 

But suddenly, the weather changed and it started to snow and freeze. She was so cold again! Fortunately, the sweater kept her warm. 

The poor little girl was so happy that her new, warm sweater kept her safe and warm in the cold. She never forgot that day and kept the sweater close to her forever.",2
"One day, a little boy named Tim was very eager to go to the stadium. He wanted to see his favorite team play. Tim's dad said, ""We will go to the stadium soon, Tim.""

When they got to the stadium, Tim saw lots of people. They were all eager to watch the game too. Tim and his dad found their seats and sat down. They were so excited for the game to start.

Before the game, Tim and his dad went to get some food. They had to part ways for a little bit. Tim's dad said, ""I will get the drinks, and you get the snacks, okay?"" Tim said, ""Okay, Dad.""

Tim was very happy when they found each other again. They went back to their seats and enjoyed the game. The stadium was loud and fun, and Tim was very happy that he got to go with his dad.",2
"Sara and Tom are friends. They like to play with toys and books. But one day, Sara gets a new doll. It is big and pretty and has a pink dress. Tom likes the doll too. He wants to play with it.

Sara says, ""This is my doll. You can play with your truck."" Tom is jealous. He does not want to play with his truck. He wants to play with the doll. He tries to take the doll from Sara. Sara says, ""Stop! That is not nice. You have to share.""

Tom does not listen. He pulls the doll hard. Sara pulls the doll hard too. They both fall down. The doll falls down too. The doll's dress rips. Sara and Tom are sad. They both cry.

Mom hears them cry. She comes to see what is wrong. She sees the doll and the rip. She says, ""What happened? Why did you rip the doll's dress?"" Sara and Tom tell Mom what they did. Mom is not happy. She says, ""You have to say sorry to each other. And you have to fix the doll's dress. You have to be kind and share.""

Sara and Tom say sorry to each other. They hug and say they are still friends. They find some thread and a needle. They try to fix the doll's dress. It is hard, but they do their best. They make the doll look pretty again. They are happy. They play with the doll and the truck together. They share and have fun. They learn a lesson. They do not want to be jealous again. They want to be good friends. The end.",3
"Once upon a time, there was a little girl named Lily. She loved lollipops and always had one in her hand. One day, she saw a big tree and wanted to climb it. But she was scared and didn't feel brave enough to do it. 

Her friend, a brave dog named Max, came to her and told her that she could do it. He climbed up the tree first to show her how to do it. Lily watched him and then climbed up the tree too. 

But when they reached the top, they saw a bird's nest. The bird didn't like them and started to chirp loudly. Lily and Max got scared and climbed down the tree as fast as they could. They were happy to be back on the ground and ate their lollipops together.",0
"Once upon a time there was an ancient stay. It had been around for many years and was very old. One day a girl called Emily decided to go and collect the stay. She packed some food and set off.

When she arrived she couldn't believe her eyes. The stay was huge and ancient. She walked closer and saw all the carvings on it and marvelled at how old it must be.

Emily collected some stones to take back home as a souvenir of her adventure. She also found shells and pebbles lying around. She managed to fill a bag full of things.

When Emily got back home she showed her family her collection. They were amazed at all her treasures. Emily was very happy she had gone to collect the ancient stay.",2
"Ben and Lily were twins who liked to play with their toys. But sometimes they wanted the same toy and they would fight over it. One day, they saw a big red truck on the shelf. It was their dad's toy when he was little, and he told them not to touch it.

""I want the truck!"" Ben said.

""No, I want it!"" Lily said.

They both reached for the truck and pulled it hard. The truck fell off the shelf and broke into pieces. Ben and Lily gasped and looked at each other. They knew they were in trouble.

They heard their mom coming upstairs. They quickly hid the broken truck under the bed and pretended to play with their dolls and cars.

""Hi, kids. What are you doing?"" Mom asked.

""Nothing, Mom. Just playing,"" Ben said.

""Can I see what you are playing with?"" Mom asked.

Ben and Lily nodded and showed her their toys. Mom smiled and said, ""Those are nice toys. Do you share them with each other?""

Ben and Lily looked at each other and nodded again. They hoped Mom would not see the truck under the bed.

Mom said, ""That's good. Sharing is caring. You know, I want to discuss something with you. Do you know what discuss means?""

Ben and Lily shook their heads. They did not know what discuss meant.

Mom said, ""Discuss means to talk about something. I want to talk to you about the big red truck on the shelf. Do you know whose truck that is?""

Ben and Lily felt their hearts beat faster. They knew Mom had seen the truck.

Mom said, ""That truck is your dad's toy. He loves it very much. He got it when he was your age. He told you not to touch it, right?""

Ben and Lily nodded. They felt ashamed.

Mom said, ""Then why did you touch it? Why did you break it?""

Ben and Lily did not answer. They looked at the floor.

Mom said, ""That was very naughty of you. You did not listen to your dad. You did not respect his toy. You did not tell the truth. How do you think your dad will feel when he sees his broken truck?""

Ben and Lily felt tears in their eyes. They knew they had hurt their dad.

Mom said, ""You need to say sorry to your dad. You need to help him fix his truck. You need to learn from your mistake. Do you understand?""

Ben and Lily nodded. They said, ""We are sorry, Mom. We are sorry, Dad. We will help you fix the truck. We will not be naughty again.""

Mom hugged them and said, ""I love you, kids. I know you are sorry. I know you will do better. But you have to be more careful with your toys and your dad's toys. They are not just things. They have stories and memories. They are precious. Do you know what precious means?""

Ben and Lily nodded. They said, ""Precious means very important. Very special. Like you and Dad. Like us.""

Mom smiled and said, ""That's right. You are very precious to me and Dad. And we are very precious to you. And so are our toys. We have to take care of them and each other. OK?""

Ben and Lily nodded. They said, ""OK, Mom. We love you. We love Dad. We love our toys.""

Mom said, ""I love you too, kids. Now, let's go downstairs and see if we can fix the truck. Maybe we can play with it together. What do you say?""

Ben and Lily smiled and said, ""Yes, Mom. Let's go. Let's play.""",3
"Once upon a time, there was a boy named Timmy. Timmy loved his bookshelf because it had all of his favorite books on it. One day, Timmy's little sister, Lily, accidentally knocked over the bookshelf. All of Timmy's books fell on the floor and some of them got damaged. Timmy was very upset and started to cry.

Lily didn't mean to make Timmy upset, but she didn't know how to fix the bookshelf. Timmy's dad saw what happened and came to help. He fixed the bookshelf and told Timmy that accidents happen sometimes. Timmy felt better and gave Lily a hug. He realized that surrendering his anger and forgiving Lily was better than being harsh with her.

From that day on, Timmy and Lily played together nicely and Timmy learned that sometimes it's important to surrender and forgive, even when things don't go as planned.",1
"Lily loved her kitten, Max. She liked to play with him, feed him, and cuddle him. But sometimes, Max was naughty. He liked to scratch the sofa, knock over the vase, and chase the birds.

One day, Lily's mom said, ""Lily, we have to organize your room. It is very messy. You have too many toys and books. We need to put some in the box and give them to other kids who need them.""

Lily felt anxious. She did not want to give away her toys and books. She liked them all. She said, ""No, mom. I need them. They are mine.""

Max heard Lily and mom talking. He thought, ""Maybe I can help. Maybe I can make Lily happy."" He ran to Lily's room and jumped on the bed. He saw a pile of toys and books. He started to push them with his paws. He wanted to organize them. He thought, ""This is fun. This is a game.""

But he did not organize them. He made them more messy. He scattered them all over the floor. He tore some pages from the books. He broke some toys. He made a big mess.

Lily and mom came to Lily's room. They saw the mess. They saw Max. They were shocked. Lily said, ""Max, what did you do? You are so bad. You ruined my toys and books. You are not my friend.""

Max felt sad. He did not mean to be bad. He wanted to be good. He wanted to be Lily's friend. He said, ""Meow. I'm sorry. I tried to help. I tried to organize. I love you.""

Lily looked at Max. She saw his sad eyes. She felt sorry for him. She said, ""It's okay, Max. I love you too. You are my friend. But you have to be careful. You have to be gentle. You have to listen to mom.""

Mom said, ""Lily, I'm proud of you. You are very kind. You forgave Max. But you still have to organize your room. You have to choose some toys and books to give away. You have to share with others. You have to be generous.""

Lily nodded. She said, ""Okay, mom. I will try. I will organize my room. I will share with others. I will be generous. But can I keep Max?""

Mom smiled. She said, ""Of course, you can keep Max. He is part of our family. He is a good kitten. He just needs some training. And some love.""

Lily hugged Max. Max licked Lily. They were happy. They organized Lily's room together. They played with the toys and books they kept. They gave away the ones they did not need. They made other kids happy. They learned a lesson. They were good.",0
"Once upon a time, there was a hill. And on the hill lived a duck. The duck was very persistent and never gave up. One day, the duck wanted to visit a new place. He flew far away and soon he landed on the hill. From the hill, he could see the most beautiful scenery. The sun was shining and the sky was so blue.

The duck was so amazed by the beauty of the hill that he decided to stay. He visited the hill every day and became good friends with the other animals that lived there too. Even though the hill was very high, the duck was very persistent and managed to reach the peak.

Every day, he would climb higher and higher until eventually he reached the top. He was so proud and felt very satisfied. From the top of the hill, he could look down and view the most beautiful place he had ever seen.

The duck decided to stay on the hill and he continued to explore new places. He was the happiest duck ever and he enjoyed visiting this hill each and every day. The end.",2
